Channel Title,Channel Username,ID,Message,Date,Media Path
ምርጥ ዕቃ,@MerttEka,6811,"🔠🔠🔠🔠🔠🔠 🔠🔠🔠🔠

📣 Breast Shell Milk Collector

✔️ የእናት ጡት ወተት ማጠራቀሚያ
✔️ ከውስጥ ልብስዎ ጋር አብረው የሚለብሱትና ከጡትዎ የሚፈስ ወተትዎን ልብስዎን ሳያበላሽ በማጠራቀም ለልጅዎ ያጠቡታል
✔️ልስልስ  ካለ ሲልከን ስለተሰራ ምቾትዎን ይጠብቃል

💵💵  ሁለቱን በ700 ብር💵💵

🔔 ሱቃችን መጥተው መኪና ማቆሚያ ከተቸገሩ መኪናዎ ላይ ሆነው ይደውሉ እናቀብልዎታለን

🔔 ከ100 እስከ 200 ብር ብቻ ከፍለው ካሉበት እንልካለን

🔄 ክፍለሃገር ላላችሁ ደንበኞቻችን የፈለጉትን ዕቃ በመልዕክት እንልክልዎታለን

💬ለማዘዝ  👉 @ordermertteka1       
💬 ለማዘዝ  👉 @ordermertteka2

👍ለወዳጅዎ forward በማድረግ ይተባበሩን👍
➡️ 0944-22-23-24
➡️ 0904-94-48-48

🌐አድራሻችን🌐

🗺መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

🔔በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ።

📎 ይሄንን👉 t.me/MerttEka 👈 ተጭነው  join ያድርጉ፣ ቤተሰብ",2024-09-27 18:14:53+00:00,photos/@MerttEka_6811.jpg
ምርጥ ዕቃ,@MerttEka,6810,"📣Chargable Jar Water Pump

    ✔️በቻርጅ የሚሰራ የጃር ውሃ ፓምፕ
    ✔️ ለሁሉም ዓይነት የውሃ ጃሮች ይሆናል

💵💵 650 birr 💵💵

🔔 ሱቃችን መጥተው መኪና ማቆሚያ ከተቸገሩ መኪናዎ ላይ ሆነው ይደውሉ እናቀብልዎታለን

🔔 ከ100 እስከ 200 ብር ብቻ ከፍለው ካሉበት እንልካለን

🔄 ክፍለሃገር ላላችሁ ደንበኞቻችን የፈለጉትን ዕቃ በመልዕክት እንልክልዎታለን

💬ለማዘዝ  👉 @ordermertteka1       
💬 ለማዘዝ  👉 @ordermertteka2

👍ለወዳጅዎ forward በማድረግ ይተባበሩን👍
➡️ 0944-22-23-24
➡️ 0904-94-48-48

🌐አድራሻችን🌐

🗺መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

🔔በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ።

📎 ይሄንን👉 t.me/MerttEka 👈 ተጭነው  join ያድርጉ፣ ቤተሰብ",2024-09-27 14:19:03+00:00,
ምርጥ ዕቃ,@MerttEka,6808,,2024-09-27 11:42:32+00:00,photos/@MerttEka_6808.jpg
ምርጥ ዕቃ,@MerttEka,6807,,2024-09-27 11:42:32+00:00,photos/@MerttEka_6807.jpg
ምርጥ ዕቃ,@MerttEka,6806,"🔠🔠🔠🔠🔠🔠🔠 Steamer

📣 BOMA 2 in 1 Double Pole Garment Steamer

✔️ የልብስ መተኮሻ
✔️ በእንፏሎት የሚሰራ ባለ 3 ወፍራም ምሶሶ መቆሚያ ያለው
✔️1800 watt ሃይል የሚጠቀም ፈጣን 
✔️1.6 ውሃ የሚይዝ ቋት የተገጠመለት
✔️ገመዱ 1.5 ሜትር የሚረዝም ለአጠቃቀም አመቺ
✔️ የራሱ መተኮሻ ቦርድ ያለው። ቁመቱ የሚያጥር የሚረዝም
🔔አንሶላ፣ ኮንፎርት መጋረጃ እና የተለያየ አልባሳትን ይተኩሱበታል

💵💵 8500 ብር💵💵

🔔 ሱቃችን መጥተው መኪና ማቆሚያ ከተቸገሩ መኪናዎ ላይ ሆነው ይደውሉ እናቀብልዎታለን

🔔 ከ100 እስከ 200 ብር ብቻ ከፍለው ካሉበት እንልካለን

🔄 ክፍለሃገር ላላችሁ ደንበኞቻችን የፈለጉትን ዕቃ በመልዕክት እንልክልዎታለን

💬ለማዘዝ  👉 @ordermertteka1 
💬 ለማዘዝ  👉 @ordermertteka2

👍ለወዳጅዎ forward በማድረግ ይተባበሩን👍
➡️ 0944-22-23-24
➡️ 0904-94-48-48

🌐አድራሻችን🌐

🗺መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

🔔በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ።

📎 ይሄንን👉 t.me/MerttEka 👈 ተጭነው  join ያድርጉ፣ ቤተሰብ ይሁኑ",2024-09-27 11:42:32+00:00,photos/@MerttEka_6806.jpg
ምርጥ ዕቃ,@MerttEka,6805,"📣 Car Aromatherapy Solar vortex

📎 ይሄንን👉 t.me/MerttEka 👈 ተጭነው  join ያድርጉ፣ ቤተሰብ ይሁኑ",2024-09-26 16:38:22+00:00,
ምርጥ ዕቃ,@MerttEka,6804,,2024-09-26 16:16:51+00:00,photos/@MerttEka_6804.jpg
ምርጥ ዕቃ,@MerttEka,6803,,2024-09-26 16:16:51+00:00,photos/@MerttEka_6803.jpg
ምርጥ ዕቃ,@MerttEka,6802,"📣 Car Aromatherapy Solar Vortex

✔️ የመኪና መዓዛ 
✔️ በፀሃይ ብርሃን ስለሚሰራ ቻርጅ ማድረግ አይፈልግም
✔️ ሁለት የተለያዩ መዓዛ ያላቸው ዘይቶች አሉት
✔️ ለብዙ ጊዜ የሚገለገሉበት

💵💵 900 ብር💵💵

🔔 ሱቃችን መጥተው መኪና ማቆሚያ ከተቸገሩ መኪናዎ ላይ ሆነው ይደውሉ እናቀብልዎታለን

🔔 ከ100 እስከ 200 ብር ብቻ ከፍለው ካሉበት እንልካለን

🔄 ክፍለሃገር ላላችሁ ደንበኞቻችን የፈለጉትን ዕቃ በመልዕክት እንልክልዎታለን

💬ለማዘዝ  👉 @ordermertteka1 
💬 ለማዘዝ  👉 @ordermertteka2

👍ለወዳጅዎ forward በማድረግ ይተባበሩን👍
➡️ 0944-22-23-24
➡️ 0904-94-48-48

🌐አድራሻችን🌐

🗺መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

🔔በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ።

📎 ይሄንን👉 t.me/MerttEka 👈 ተጭነው  join ያድርጉ፣ ቤተሰብ ይሁኑ",2024-09-26 16:16:51+00:00,photos/@MerttEka_6802.jpg
ምርጥ ዕቃ,@MerttEka,6801,"🔠🔠🔠🔠 🔠🔠🔠🔠🔠
📣 GW HAIR DRYER/Blower

✔️ የፀጉር ማድረቂያ ፎን
✔️6000watt በጣም ፈጣን
✔️ማበጠሪያ ያለው
✔️ ሶኬቱ 1.8ሜትር የሚረዝም ገመድ ስላለው ለአጠቃቀም አመቺ ነው

💵💵 2600 ብር 💵💵

🔔 ሱቃችን መጥተው መኪና ማቆሚያ ከተቸገሩ መኪናዎ ላይ ሆነው ይደውሉ እናቀብልዎታለን

🔔 ከ100 እስከ 200 ብር ብቻ ከፍለው ካሉበት እንልካለን

🔄 ክፍለሃገር ላላችሁ ደንበኞቻችን የፈለጉትን ዕቃ በመልዕክት እንልክልዎታለን

💬ለማዘዝ  👉 @ordermertteka1 
💬 ለማዘዝ  👉 @ordermertteka2

👍ለወዳጅዎ forward በማድረግ ይተባበሩን👍
➡️ 0944-22-23-24
➡️ 0904-94-48-48

🌐አድራሻችን🌐

🗺መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

🔔በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ።

📎 ይሄንን👉 t.me/MerttEka 👈 ተጭነው  join ያድርጉ፣ ቤተሰብ ይሁኑ",2024-09-26 12:31:45+00:00,photos/@MerttEka_6801.jpg
ምርጥ ዕቃ,@MerttEka,6800,"📣 2 in 1 Porcelain  Dessert Bowel

✔️ የሰላጣ እና የቺፕስ ማቅረቢያ

💵💵 2400 ብር💵💵

🔔 ሱቃችን መጥተው መኪና ማቆሚያ ከተቸገሩ መኪናዎ ላይ ሆነው ይደውሉ እናቀብልዎታለን

🔔 ከ100 እስከ 200 ብር ብቻ ከፍለው ካሉበት እንልካለን

🔄 ክፍለሃገር ላላችሁ ደንበኞቻችን የፈለጉትን ዕቃ በመልዕክት እንልክልዎታለን

💬ለማዘዝ  👉 @ordermertteka1       
💬 ለማዘዝ  👉 @ordermertteka2

👍ለወዳጅዎ forward በማድረግ ይተባበሩን👍
➡️ 0944-22-23-24
➡️ 0904-94-48-48

🌐አድራሻችን🌐

🗺መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

🔔በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ።

📎 ይሄንን👉 t.me/MerttEka 👈 ተጭነው  join ያድርጉ፣ ቤተሰብ",2024-09-26 09:22:02+00:00,photos/@MerttEka_6800.jpg
ምርጥ ዕቃ,@MerttEka,6799,,2024-09-26 09:22:02+00:00,photos/@MerttEka_6799.jpg
ምርጥ ዕቃ,@MerttEka,6798,,2024-09-26 09:22:02+00:00,photos/@MerttEka_6798.jpg
ምርጥ ዕቃ,@MerttEka,6797,,2024-09-26 08:31:44+00:00,photos/@MerttEka_6797.jpg
ምርጥ ዕቃ,@MerttEka,6796,,2024-09-26 08:31:44+00:00,photos/@MerttEka_6796.jpg
ምርጥ ዕቃ,@MerttEka,6795,"📣 Plastic And Metal Cubic Cloth Cabinet

✔️ ዘመናዊ የልብስ ቁም ሳጥን
✔️ በቀላሉ የሚገጣጠም የሚነቃቀል
✔️ ከጠንካራ ፕላስቲክና ከብረት ፍሬም የተሰራ
✔️ 1.05ሜትር× 45ሣሜ×1.75ሜትር ስፋት
✔️ ከስሩ 4 ጥንድ ጫማዎችንም ያስቀምጡበታል
✔️ የልጆችና የአዋቂ ልብሶችን ለማስቀመጥ ተመራጭ
✔️ ማራኪ ውበት

💵💵 5700 ብር💵💵

🔔 ሱቃችን መጥተው መኪና ማቆሚያ ከተቸገሩ መኪናዎ ላይ ሆነው ይደውሉ እናቀብልዎታለን

🔔 ከ100 እስከ 200 ብር ብቻ ከፍለው ካሉበት እንልካለን

🔄 ክፍለሃገር ላላችሁ ደንበኞቻችን የፈለጉትን ዕቃ በመልዕክት እንልክልዎታለን

💬ለማዘዝ  👉 @ordermertteka1       
💬 ለማዘዝ  👉 @ordermertteka2

👍ለወዳጅዎ forward በማድረግ ይተባበሩን👍
➡️ 0944-22-23-24
➡️ 0904-94-48-48

🌐አድራሻችን🌐

🗺መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

🔔በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ።

📎 ይሄንን👉 t.me/MerttEka 👈 ተጭነው  join ያድርጉ፣ ቤተሰብ",2024-09-26 08:31:44+00:00,photos/@MerttEka_6795.jpg
ምርጥ ዕቃ,@MerttEka,6794,"📣 Cloth Cabinet/Wardrobe 

✔️ ባለ 3 ክፍል
✔️  ልብሱ እና ደረጃው የሸራ
✔️ፍሬሙ የብረት ቱቦ
✔️3ቱም በር በዚፕ የሚዘጋ
✔️  መገጣጠሚያው ጠንካራ ፕላስቲክ
👀1.30ሜ* 45ሣሜ * 1.75ሜትር 👀
💸💸 3600  💸💸

🔔 ሱቃችን መጥተው መኪና ማቆሚያ ከተቸገሩ መኪናዎ ላይ ሆነው ይደውሉ እናቀብልዎታለን

🔔 ከ100 እስከ 200 ብር ብቻ ከፍለው ካሉበት እንልካለን

🔄 ክፍለሃገር ላላችሁ ደንበኞቻችን የፈለጉትን ዕቃ በመልዕክት እንልክልዎታለን

💬ለማዘዝ  👉 @ordermertteka1       
💬 ለማዘዝ  👉 @ordermertteka2

👍ለወዳጅዎ forward በማድረግ ይተባበሩን👍
➡️ 0944-22-23-24
➡️ 0904-94-48-48

🌐አድራሻችን🌐

🗺መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

🔔በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ።

📎 ይሄንን👉 t.me/MerttEka 👈 ተጭነው  join ያድርጉ፣ ቤተሰብ ይሁኑ",2024-09-26 08:30:55+00:00,photos/@MerttEka_6794.jpg
ምርጥ ዕቃ,@MerttEka,6793,"🔠🔠🔠🔠🔠 🔠🔠🔠🔠🔠

📣Crystal  Fruit Serving Plate

✔️ የፍራፍሬ ማቅረቢያና መቀነሻ
✔️ 6 የፍራፍሬ መቀነሻና መመገቢያዎች
✔️ አንድ ትልቅ የፍራፍሬ ማቅረቢያ
✔️ ሁሉም ሳህኖች ጫፋቸው ባለ ወርቅማ መስመር 

💵💵 3800 ብር  💵💵

🔔 ሱቃችን መጥተው መኪና ማቆሚያ ከተቸገሩ መኪናዎ ላይ ሆነው ይደውሉ እናቀብልዎታለን

🔔 ከ100 እስከ 200 ብር ብቻ ከፍለው ካሉበት እንልካለን

🔄 ክፍለሃገር ላላችሁ ደንበኞቻችን የፈለጉትን ዕቃ በመልዕክት እንልክልዎታለን

💬ለማዘዝ  👉 @ordermertteka1       
💬 ለማዘዝ  👉 @ordermertteka2

👍ለወዳጅዎ forward በማድረግ ይተባበሩን👍
➡️ 0944-22-23-24
➡️ 0904-94-48-48

🌐አድራሻችን🌐

🗺መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

🔔በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ።

📎 ይሄንን👉 t.me/MerttEka 👈 ተጭነው  join ያድርጉ፣ ቤተሰብ",2024-09-26 03:42:08+00:00,photos/@MerttEka_6793.jpg
ምርጥ ዕቃ,@MerttEka,6792,"📣 🔠🔠🔠🔠🔠🔠🔠🔠🔠🔠

📎 ይሄንን👉 t.me/MerttEka 👈 ተጭነው  join ያድርጉ፣ ቤተሰብ",2024-09-25 06:51:54+00:00,
ምርጥ ዕቃ,@MerttEka,6791,"📣 MiNI HUMIDIFIER

✔️ የቤት ውስጥ መዓዛ ማጨሻ
✔️ ቤትዎን/ቢሮዎን በመልካም ዘረን
 ያውዱ

💵💵 900 ብር 💵💵

🔔 ሱቃችን መጥተው መኪና ማቆሚያ ከተቸገሩ መኪናዎ ላይ ሆነው ይደውሉ እናቀብልዎታለን

🔔 ከ100 እስከ 200 ብር ብቻ ከፍለው ካሉበት እንልካለን

🔄 ክፍለሃገር ላላችሁ ደንበኞቻችን የፈለጉትን ዕቃ በመልዕክት እንልክልዎታለን

💬ለማዘዝ  👉 @ordermertteka1       
💬 ለማዘዝ  👉 @ordermertteka2

👍ለወዳጅዎ forward በማድረግ ይተባበሩን👍
➡️ 0944-22-23-24
➡️ 0904-94-48-48

🌐አድራሻችን🌐

🗺መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

🔔በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ።

📎 ይሄንን👉 t.me/MerttEka 👈 ተጭነው  join ያድርጉ፣ ቤተሰብ",2024-09-25 06:51:27+00:00,photos/@MerttEka_6791.jpg
ምርጥ ዕቃ,@MerttEka,6790,"📣  🔠🔠🔠🔠🔠🔠🔠  Silicone Baking Mould

✔️ 12 የኩኪስ መስሪያ ሞልዶች
✔️ አራት አይነት ሆኖ እያንዳንዱ ቅርፅ 3  ፍሬ
✔️  እያጠቡ ለብዙ ጊዜ የሚጠቀሙት ሞልድ
✔️ ከ-50°c እስከ 230°c ድረስ ሙቀት ስለሚቋቋም ኦቭን  ውስጥ ይገባል
✔️ የበሰለውን ኩኪስ በቀላሉ ፈልቅቆ መመገብ ብቻ
✔️ ያዘብኝ አልላቀቅ አለኝ ብለው አይጨነቁም

💸💵750 ብር💸💸

🔔 ሱቃችን መጥተው መኪና ማቆሚያ ከተቸገሩ መኪናዎ ላይ ሆነው ይደውሉ እናቀብልዎታለን

🔔 ከ100 እስከ 200 ብር ብቻ ከፍለው ካሉበት እንልካለን

🔄 ክፍለሃገር ላላችሁ ደንበኞቻችን የፈለጉትን ዕቃ በመልዕክት እንልክልዎታለን

💬ለማዘዝ  👉 @ordermertteka1       
💬 ለማዘዝ  👉 @ordermertteka2

👍ለወዳጅዎ forward በማድረግ ይተባበሩን👍
➡️ 0944-22-23-24
➡️ 0904-94-48-48

🌐አድራሻችን🌐

🗺መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

🔔በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ።

📎 ይሄንን👉 t.me/MerttEka 👈 ተጭነው  join ያድርጉ፣ ቤተሰብ",2024-09-25 06:47:02+00:00,photos/@MerttEka_6790.jpg
ምርጥ ዕቃ,@MerttEka,6789,,2024-09-25 06:47:02+00:00,photos/@MerttEka_6789.jpg
ምርጥ ዕቃ,@MerttEka,6788,,2024-09-25 06:47:02+00:00,photos/@MerttEka_6788.jpg
ምርጥ ዕቃ,@MerttEka,6787,"📣 Vacuum Storage Bag

📎 ይሄንን👉 t.me/MerttEka 👈 ተጭነው  join ያድርጉ፣ ቤተሰብ",2024-09-24 14:48:42+00:00,
ምርጥ ዕቃ,@MerttEka,6786,"📣 Vacuum Storage Bag

✔️ የልብስ፣ ብርድ ልብስ፣ ኮምፎርት ወዘተ ልብሶችን ማስቀመጫ ከረጢት
✔️ውሃ፣ ሽታ፡አቧራ፣ ነፍሳት ወዘተ ፈፅሞ አያስገባም
✔️ የፈለጉትን ልብስ አጥፈው በከረጢቱ ውስጥ ማሰሰገባት ከዚያም ዚፐሩን በሚገባ መዝጋትና የአየር ማስወጫውን ከፍቶ በእጅ እየተጫኑ ውስጥ ያለውን አየር  ማስወጣት። vacuum cleaner ካለዎት ሆዙን በአየር ማስወጫው በማስገባት የውስጡን አየር መምጠጥ ይችላሉ።
✔️ የሚያስቀምጡት ልብስ 75% የያዘውን ቦታ ይቀንሳል።

✔️ ለጉዞ በሻንጣዎ ውስጥ በርካታ ልብሶችን እንዲይዙ ይረዳዎታል
✔️ኮንፎርት ብርድ ልብስዎን ቅልጥፍ አድርገው በቁም ሳጥንዎ ለማሰሰቀመጥ ይረዳዎታል
✔️ከረጢቱ 80cm × 110cm ይሰፋል

💵💵 አንዱን 500 ብር💵💵

🔔 ሱቃችን መጥተው መኪና ማቆሚያ ከተቸገሩ መኪናዎ ላይ ሆነው ይደውሉ እናቀብልዎታለን

🔔 ከ100 እስከ 200 ብር ብቻ ከፍለው ካሉበት እንልካለን

🔄 ክፍለሃገር ላላችሁ ደንበኞቻችን የፈለጉትን ዕቃ በመልዕክት እንልክልዎታለን

💬ለማዘዝ  👉 @ordermertteka1       
💬 ለማዘዝ  👉 @ordermertteka2

👍ለወዳጅዎ forward በማድረግ ይተባበሩን👍
➡️ 0944-22-23-24
➡️ 0904-94-48-48

🌐አድራሻችን🌐

🗺መገናኛ ዘፍመሽ ግራንድ ሞል 3ኛ ፎቅ ከሊፍት ሲወርዱ ወደ ቀኝ ታጥፈው ቀጥታ 376‌

🔔በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ።

📎 ይሄንን👉 t.me/MerttEka 👈 ተጭነው  join ያድርጉ፣ ቤተሰብ",2024-09-24 14:40:06+00:00,photos/@MerttEka_6786.jpg
ምርጥ ዕቃ,@MerttEka,6785,,2024-09-24 14:40:06+00:00,photos/@MerttEka_6785.jpg
ምርጥ ዕቃ,@MerttEka,6781,,2024-09-24 14:40:06+00:00,photos/@MerttEka_6781.jpg
ምርጥ ዕቃ,@MerttEka,6777,,2024-09-24 12:33:48+00:00,photos/@MerttEka_6777.jpg
ምርጥ ዕቃ,@MerttEka,6776,,2024-09-24 12:33:48+00:00,photos/@MerttEka_6776.jpg
